W1,W2,W3,F
gandhis,entry,oh,1
entry,oh,okay,1
oh,okay,checking,1
okay,checking,carry,1
magician,could,first,1
could,first,preference,1
first,preference,chief,1
preference,chief,minister,1
got,votes,congress,1
focus,looses,semi,1
would,think,changing,1
unit,also,engaged,1
ever,honored,hate,1
violence,madrasa,study,1
madrasa,study,indeed,1
study,indeed,great,1
indeed,great,peoples,1
great,peoples,great,1
peoples,great,shud,1
great,shud,great,1
speaks,defeat,link,1
regional,assam,panchayat,1
assam,panchayat,wins,1
panchayat,wins,concede,1
wins,concede,space,1
concede,space,congress,1
tamilisai,takes,dig,1
takes,dig,congress,1
dig,congress,evms,1
congress,evms,wins,1
pm,office,unit,1
office,unit,also,1
hate,violence,madrasa,1
history,ever,honored,1
think,changing,profession,1
modi,history,ever,1
changing,profession,thinking,1
profession,thinking,part,1
thinking,part,time,1
part,time,farmer,1
time,farmer,take,1
farmer,take,loan,1
take,loan,would,1
loan,would,waived,1
would,waived,later,1
cursed,fates,could,1
fates,could,easily,1
could,easily,superceeded,1
easily,superceeded,even,1
superceeded,even,mahatma,1
even,mahatma,gandhi,1
mahatma,gandhi,anna,1
gandhi,anna,hazare,1
anna,hazare,modi,1
hazare,modi,history,1
still,stronger,side,1
stronger,side,win,1
side,win,game,1
mein,desh,ko,1
ko,diya,toh,1
diya,toh,ye,1
toh,ye,desh,1
ye,desh,dega,1
desh,dega,leaders,1
dega,leaders,prompting,1
leaders,prompting,speak,1
prompting,speak,via,1
divisive,politics,mp,1
politics,mp,start,1
mp,start,congress,1
start,congress,kamalnath,1
congress,kamalnath,surely,1
kamalnath,surely,away,1
surely,away,please,1
away,please,highlight,1
please,highlight,latest,1
highlight,latest,comment,1
latest,comment,migrants,1
desh,ko,diya,1
haath,mein,desh,1
people,earning,theyre,1
iske,haath,mein,1
share,rural,area,1
rural,area,commodities,1
area,commodities,much,1
commodities,much,msp,1
much,msp,pulses,1
msp,pulses,import,1
pulses,import,chennai,1
import,chennai,hc,1
chennai,hc,allows,1
hc,allows,pulses,1
allows,pulses,import,1
pulses,import,select,1
import,select,importers,1
select,importers,see,1
guy,pm,country,1
pm,country,lol,1
country,lol,wake,1
lol,wake,iske,1
wake,iske,haath,1
comment,migrants,mp,1
earning,theyre,also,1
continue,lok,polls,1
needs,learn,politics,1
point,even,loosing,1
even,loosing,election,1
super,killernath,made,1
killernath,made,cm,1
made,cm,chalo,1
cm,chalo,ek,1
chalo,ek,hath,1
ek,hath,katarpur,1
hath,katarpur,diya,1
katarpur,diya,aur,1
diya,aur,phir,1
aur,phir,dusri,1
phir,dusri,taraf,1
dusri,taraf,yaad,1
taraf,yaad,dilaya,1
yaad,dilaya,congress,1
dilaya,congress,shameful,1
congress,shameful,notaveers,1
shameful,notaveers,human,1
plus,point,even,1
guy,needs,learn,1
theyre,also,playing,1
sc,guy,needs,1
also,playing,tax,1
playing,tax,used,1
tax,used,development,1
used,development,states,1
development,states,except,1
states,except,reservation,1
apologise,nation,compromising,1
nation,compromising,national,1
compromising,national,security,1
nail,congress,hurts,1
congress,hurts,win,1
hurts,win,majority,1
fake,puff,irregularity,1
puff,irregularity,created,1
irregularity,created,congress,1
created,congress,finally,1
congress,finally,perforated,1
finally,perforated,sc,1
perforated,sc,guy,1
vote,share,rural,1
trend,continue,lok,1
human,rights,activists,1
it’s,vote,share,1
share,takes,rajasthan,1
takes,rajasthan,vote,1
rajasthan,vote,difference,1
vote,difference,less,1
difference,less,come,1
take,surprise,change,1
surprise,change,every,1
change,every,yrs,1
every,yrs,surprise,1
yrs,surprise,trs,1
surprise,trs,strong,1
trs,strong,congress,1
strong,congress,failure,1
congress,failure,shocker,1
failure,shocker,congress,1
shocker,congress,huge,1
congress,huge,leap,1
huge,leap,still,1
leap,still,cant,1
vote,share,takes,1
winner,it’s,vote,1
ls,least,damad,1
centre,one,good,1
rafale,deal,controversy,1
deal,controversy,failure,1
controversy,failure,namami,1
failure,namami,gange,1
namami,gange,project,1
gange,project,fraud,1
project,fraud,cases,1
vote,elections,according,1
elections,according,whose,1
according,whose,choice,1
whose,choice,future,1
choice,future,india,1
congress,mukt,soon,1
mukt,soon,mukt,1
soon,mukt,interesting,1
waiting,day,theres,1
day,theres,congress,1
theres,congress,centre,1
congress,centre,one,1
still,cant,wait,1
least,damad,jail,1
elections,trend,continue,1
india,farmers,youths,1
youths,tax,payers,1
tax,payers,saw,1
payers,saw,peopl…,1
pm,modi,spent,1
modi,spent,entire,1
spent,entire,term,1
entire,term,years,1
term,years,campaigning,1
years,campaigning,party,1
campaigning,party,instead,1
party,instead,running,1
instead,running,country,1
running,country,properly,1
country,properly,poll,1
properly,poll,result,1
poll,result,trailer,1
result,trailer,general,1
trailer,general,elections,1
general,elections,trend,1
farmers,youths,tax,1
pillars,india,farmers,1
damad,jail,jail,1
paralyse,pillars,india,1
jail,jail,mandir,1
jail,mandir,ayodhya,1
mandir,ayodhya,must,1
ayodhya,must,ensure,1
must,ensure,congress,1
ensure,congress,mukt,1
plane,getting,ready,1
getting,ready,take,1
ready,take,fighter,1
take,fighter,plane,1
fighter,plane,plane,1
plane,plane,doors,1
plane,doors,may,1
doors,may,jump,1
may,jump,plane,1
jump,plane,starts,1
strategy,lure,misguide,1
lure,misguide,paralyse,1
misguide,paralyse,pillars,1
notaveers,human,rights,1
rights,activists,aji,1
following,demonetization,rafale,1
congress,party,voters,1
voters,eressed,anger,1
eressed,anger,sure,1
anger,sure,keep,1
sure,keep,calm,1
keep,calm,achieved,1
fifteen,long,years,1
long,years,rule,1
years,rule,vote,1
rule,vote,share,1
vote,share,difference,1
share,difference,win,1
difference,win,congress,1
win,congress,ready,1
congress,lost,last,1
lost,last,north,1
last,north,east,1
corruption,mukht,hi,1
mukht,hi,parties,1
hi,parties,national,1
party,voters,eressed,1
trust,congress,party,1
national,interest,core,1
didnt,trust,congress,1
congress,government,didnt,1
government,didnt,finalize,1
didnt,finalize,deal,1
decks,cleared,corner,1
cleared,corner,ls,1
corner,ls,polls,1
ls,polls,tht,1
polls,tht,opportunity,1
tht,opportunity,gone,1
opportunity,gone,mallya,1
gone,mallya,attack,1
mallya,attack,anymore.once,1
attack,anymore.once,modi,1
anymore.once,modi,gets,1
modi,gets,nirav,1
gets,nirav,choksi,1
nirav,choksi,game,1
choksi,game,congress,1
well,didnt,trust,1
parties,national,interest,1
interest,core,agenda,1
price,low,congress,1
yscrcp,tmc,jk,1
jk,pdp,time,1
pdp,time,say,1
time,say,happennings,1
say,happennings,trs/tmc/yscrp,1
happennings,trs/tmc/yscrp,main,1
trs/tmc/yscrp,main,anughatak,1
main,anughatak,hoga,1
anughatak,hoga,hum,1
hoga,hum,ko,1
hum,ko,vote,1
people,never,vote,1
never,vote,ji,1
vote,ji,anti,1
ji,anti,years,1
anti,years,government,1
years,government,every,1
government,every,one,1
every,one,knows,1
one,knows,trend,1
tmc,jk,pdp,1
ap,yscrcp,tmc,1
core,agenda,welcome,1
trs,ap,yscrcp,1
agenda,welcome,keep,1
welcome,keep,democracy,1
keep,democracy,alive,1
hung,government,except,1
government,except,cg,1
except,cg,congress,1
cg,congress,wave,1
congress,wave,still,1
wave,still,modi,1
still,modi,wave,1
modi,wave,continue,1
wave,continue,next,1
continue,next,pm,1
inc,kerala,ldf,1
kerala,ldf,tn,1
ldf,tn,aiadmk,1
tn,aiadmk,tel,1
aiadmk,tel,trs,1
tel,trs,ap,1
low,congress,government,1
rafael,price,low,1
activists,aji,sun,1
typical,congress,make,1
make,fake,promises,1
fake,promises,leave,1
promises,leave,pm,1
leave,pm,modi,1
pm,modi,fulfill,1
modi,fulfill,promises,1
loan,waiver,congress,1
waiver,congress,winning,1
congress,winning,states,1
winning,states,fast,1
states,fast,dominos,1
fast,dominos,pizza,1
dominos,pizza,delivery,1
pizza,delivery,yh,1
delivery,yh,ki,1
yh,ki,jeet,1
ki,jeet,phli,1
jeet,phli,sendh,1
phli,sendh,hai,1
congress,make,fake,1
that’s,typical,congress,1
hai,iski,kaat,1
relate,grow,guys,1
aji,sun,rahe,1
sun,rahe,ho,1
start,ranting,team,1
madan,singh,chauhan,1
singh,chauhan,race,1
chauhan,race,hometown,1
race,hometown,votes,1
never,achieve,even,1
achieve,even,next,1
even,next,years,1
next,years,don’t,1
years,don’t,work,1
don’t,work,country,1
work,country,instead,1
country,instead,work,1
instead,work,party,1
landmark,judgement,people,1
judgement,people,relate,1
people,relate,grow,1
sendh,hai,iski,1
iski,kaat,nikalo,1
right,rafael,price,1
lying,narratives,larger,1
larger,country,specific,1
country,specific,ones,1
specific,ones,constituency,1
ones,constituency,shud,1
constituency,shud,game,1
shud,game,soon,1
game,soon,fast,1
may,use,parts,1
use,parts,ur,1
parts,ur,organization,1
ur,organization,quest,1
organization,quest,power,1
quest,power,hardcore,1
power,hardcore,chrislamic,1
hardcore,chrislamic,soniamaino/raulvinciwho,1
chrislamic,soniamaino/raulvinciwho,hates,1
soniamaino/raulvinciwho,hates,hindus,1
hates,hindus,shud,1
hindus,shud,unite,1
narratives,larger,country,1
till,lying,narratives,1
kaat,nikalo,wrna,1
aggressive,till,lying,1
nikalo,wrna,satta,1
wrna,satta,se,1
satta,se,nikal,1
se,nikal,jaoge,1
nikal,jaoge,tum,1
jaoge,tum,daal,1
tum,daal,daal,1
daal,daal,hum,1
daal,hum,path,1
hum,path,path,1
couldnt,last,years,1
last,years,shame,1
years,shame,power,1
shame,power,morenmore,1
ind,voters,reject,1
reject,nota,corrupt,1
nota,corrupt,ahind,1
strategy,shud,aggressive,1
shud,aggressive,till,1
demonetization,rafale,deal,1
modi,following,demonetization,1
leaders,must,take,1
accumulated,time,introspect,1
introspect,efforts,go,1
efforts,go,waste,1
go,waste,crooks,1
waste,crooks,succeed,1
dont,know,see,1
know,see,congress,1
see,congress,voted,1
congress,voted,twice,1
voted,twice,earlier,1
twice,earlier,paid,1
earlier,paid,us,1
paid,us,scams,1
us,scams,eunuch,1
scams,eunuch,govt,1
eunuch,govt,voted,1
govt,voted,party,1
voted,party,disappointed,1
party,disappointed,us,1
disappointed,us,stupid,1
time,introspect,efforts,1
appease,accumulated,time,1
stupid,way,development,1
govttreasury,appease,accumulated,1
promising,loan,waivers,1
loan,waivers,election,1
waivers,election,campaign,1
election,campaign,considered,1
campaign,considered,illegal,1
considered,illegal,way,1
illegal,way,money,1
way,money,votes,1
elections,going,path,1
going,path,law,1
path,law,minister,1
law,minister,pm,1
minister,pm,hell,1
new,govts,raj,1
govts,raj,mp,1
raj,mp,cgarh,1
mp,cgarh,empty,1
cgarh,empty,govttreasury,1
empty,govttreasury,appease,1
us,stupid,way,1
way,development,still,1
et,come,voting,1
promises,seek,negative,1
hello,twitter,im,1
twitter,im,worried,1
im,worried,consequence,1
worried,consequence,winning,1
consequence,winning,congress,1
winning,congress,think,1
would,vote,goa,1
vote,goa,snap,1
goa,snap,poll,1
snap,poll,along,1
poll,along,lok,1
along,lok,elections,1
congress,run,pmo,1
run,pmo,wins,1
minister,next,years,1
next,years,general,1
years,general,elections,1
paid,price,countering,1
price,countering,effectively,1
seek,negative,vote,1
vague,promises,seek,1
development,still,thinks,1
regime,vague,promises,1
still,thinks,lets,1
thinks,lets,give,1
lets,give,another,1
whats,two,political,1
two,political,parties,1
political,parties,country,1
parties,country,lets,1
country,lets,analyse,1
lets,analyse,elections,1
analyse,elections,draw,1
elections,draw,close,1
draw,close,read,1
close,read,new,1
read,new,article,1
opposition,choices,simpler,1
choices,simpler,attack,1
simpler,attack,present,1
attack,present,regime,1
present,regime,vague,1
shall,promising,loan,1
voters,et,come,1
effectively,allowing,people,1
alongwt,wat,hs,1
hs,done,govt,1
done,govt,mlas,1
govt,mlas,may,1
mlas,may,speak,1
may,speak,oppositn,1
speak,oppositn,factor,1
oppositn,factor,constituency,1
factor,constituency,level,1
say,dont,care,1
dont,care,politics,1
care,politics,effects,1
politics,effects,us,1
effects,us,everyday,1
anyone,think,forming,1
think,forming,third,1
forming,third,front,1
third,front,general,1
front,general,elections,1
general,elections,yes,1
wat,hs,done,1
spokn,alongwt,wat,1
yes,gonna,effect,1
plans,spokn,alongwt,1
must,take,lessons,1
take,lessons,scraps,1
lessons,scraps,retrospectively,1
scraps,retrospectively,states,1
retrospectively,states,non,1
states,non,pressed,1
non,pressed,support,1
think,congress,allies,1
congress,allies,shd,1
allies,shd,totally,1
shd,totally,ignored,1
totally,ignored,campaign,1
ignored,campaign,speeches,1
campaign,speeches,till,1
speeches,till,last,1
till,last,phase,1
last,phase,future,1
phase,future,plans,1
future,plans,spokn,1
elections,yes,gonna,1
gonna,effect,maha,1
voters,voters,et,1
war,footing,ans,1
ans,show,performance,1
show,performance,congress,1
performance,congress,states,1
congress,states,promised,1
laid,marker,sp…,1
elections,going,path.…,1
time,come,ji,1
come,ji,ji,1
ji,ji,supportersjis,1
ji,supportersjis,see,1
supportersjis,see,least,1
see,least,forget,1
least,forget,congress,1
forget,congress,gandhis,1
congress,gandhis,et,1
gandhis,et,concentrate,1
et,concentrate,offer,1
concentrate,offer,voters,1
offer,voters,voters,1
footing,ans,show,1
go,war,footing,1
choose,congress,country,1
weapon,go,war,1
congress,country,many,1
country,many,states,1
many,states,forming,1
states,forming,govt,1
forming,govt,third,1
govt,third,front,1
third,front,modi,1
front,modi,failed,1
modi,failed,us,1
failed,us,rahul,1
us,rahul,gandhi,1
rahul,gandhi,fail,1
gandhi,fail,us,1
acknowledgement,sham,longer,1
sham,longer,political,1
longer,political,instrument,1
political,instrument,switched,1
instrument,switched,weapon,1
switched,weapon,go,1
countering,effectively,allowing,1
allowing,people,congress,1
pm,modi,following,1
rajastan,chattisgarh,ajityogi,1
ajityogi,vote,divided,1
vote,divided,mp,1
divided,mp,pe,1
mp,pe,im,1
pe,im,sivraj,1
im,sivraj,turn,1
sivraj,turn,vs,1
kauravas,game,dice,1
game,dice,everyone,1
dice,everyone,know,1
everyone,know,kurukshetra,1
laid,marker,speaks,1
marker,speaks,tiwari,1
muchawaited,results,clearly,1
results,clearly,advantage,1
clearly,advantage,congress,1
advantage,congress,posing,1
congress,posing,threat,1
posing,threat,modi,1
chattisgarh,ajityogi,vote,1
join,rajastan,chattisgarh,1
modi,govts,congress,1
mla,join,rajastan,1
hon,win,everyone,1
win,everyone,knows,1
everyone,knows,moral,1
knows,moral,drink,1
moral,drink,gaumutra,1
drink,gaumutra,one,1
gaumutra,one,day,1
one,day,even,1
day,even,dont,1
even,dont,like,1
dont,like,teach,1
like,teach,father,1
teach,father,make,1
father,make,children,1
srikanthsivastaya,rajnath,sushma,1
rajnath,sushma,una,1
sushma,una,etc,1
una,etc,mla,1
etc,mla,join,1
threat,modi,govts,1
govts,congress,trounced,1
dont,want,hon,1
congress,hit,last,1
last,nail,coffin,1
nail,coffin,game,1
coffin,game,thrones,1
data,young,people,1
young,people,uttar,1
people,uttar,pradesh,1
uttar,pradesh,audience,1
pradesh,audience,insights,1
audience,insights,anything,1
insights,anything,go,1
anything,go,dimple,1
go,dimple,yadav,1
dimple,yadav,samajwadi,1
yadav,samajwadi,party,1
samajwadi,party,take,1
party,take,cake,1
candidate,victory,difficult,1
victory,difficult,candidate,1
vote,pm,modi,1
hit,last,nail,1
may,congress,hit,1
congress,trounced,hindiheartland,1
centre,may,congress,1
trounced,hindiheartland,watch,1
hindiheartland,watch,pm,1
even,seeing,still,1
seeing,still,predict,1
still,predict,reduced,1
predict,reduced,majority,1
reduced,majority,seeing,1
majority,seeing,current,1
seeing,current,result,1
current,result,lose,1
result,lose,overconfidence,1
lose,overconfidence,pull,1
overconfidence,pull,socks,1
pull,socks,get,1
socks,get,cocky,1
convincingly,say,form,1
say,form,government,1
form,government,centre,1
government,centre,may,1
want,hon,win,1
many,dont,want,1
people,congress,campaign,1
sink,corruption,napotism,1
party,solution,even,1
solution,even,comes,1
even,comes,politics,1
comes,politics,everyone,1
politics,everyone,knows,1
everyone,knows,tried,1
knows,tried,cases,1
tried,cases,opened,1
cases,opened,mlas,1
supreme,court,given,1
court,given,clean,1
given,clean,chit,1
clean,chit,rafael,1
chit,rafael,deal,1
rafael,deal,congress,1
deal,congress,it’s,1
congress,it’s,shows,1
it’s,shows,scams,1
shows,scams,modi,1
guess,party,solution,1
let,sink,corruption,1
vs,congress,elections,1
dont,let,sink,1
congress,campaign,campaign,1
campaign,campaign,shud,1
campaign,shud,countered,1
shud,countered,campaign,1
countered,campaign,necessary,1
campaign,necessary,set,1
necessary,set,agenda,1
set,agenda,team,1
agenda,team,listening,1
right,dollars,gone,1
dollars,gone,pm,1
gone,pm,narendra,1
narendra,modi,spent,1
modi,spent,ads,1
spent,ads,foreign,1
ads,foreign,trips,1
pledge,vote,modi,1
vote,modi,dont,1
modi,dont,let,1
scams,modi,government,1
congress,elections,rahul,1
fucking,aalusona,theory,1
voting,rights,test,1
congress,always,prefers,1
always,prefers,collectors,1
prefers,collectors,cm,1
collectors,cm,may,1
cm,may,even,1
may,even,post,1
even,post,sheila,1
post,sheila,dikshit,1
sheila,dikshit,cm,1
dikshit,cm,one,1
cm,one,states,1
one,states,via,1
wonder,work,wala,1
work,wala,lost,1
decimate,next,year,1
next,year,reducing,1
year,reducing,less,1
reducing,less,seats,1
indians,fucking,aalusona,1
party,win,elections,1
common,voting,rights,1
elections,rahul,gandhi,1
introducing,common,voting,1
rahul,gandhi,pm,1
gandhi,pm,via,1
looks,like,speed,1
morning,prepared,hear,1
prepared,hear,loosing,1
hear,loosing,grip,1
loosing,grip,still,1
grip,still,months,1
still,months,away,1
months,away,anything,1
away,anything,happen,1
anything,happen,ask,1
universal,adult,franchise,1
adult,franchise,time,1
franchise,time,rethink,1
time,rethink,read,1
rethink,read,argument,1
read,argument,introducing,1
argument,introducing,common,1
first,world,things,1
general,category,quota,1
praised,general,category,1
two,seats,shows,1
part,uttar,pradesh,1
uttar,pradesh,alliance,1
pradesh,alliance,watch,1
alliance,watch,live,1
live,ndtv,track,1
ndtv,track,updates,1
ever,charge,script,1
charge,script,attitude,1
script,attitude,elimination,1
attitude,elimination,target,1
elimination,target,congress,1
target,congress,precisely,1
congress,precisely,indian,1
precisely,indian,reflects,1
indian,reflects,hindu,1
reflects,hindu,culture,1
hindu,culture,admit,1
culture,admit,rahul,1
admit,rahul,wins,1
seats,shows,supporting,1
leaving,two,seats,1
wins,part,heart,1
alliance,leaving,two,1
interesting,contest,lok,1
lok,polls,fsk,1
polls,fsk,repeatedly,1
fsk,repeatedly,except,1
repeatedly,except,congress,1
except,congress,six,1
congress,six,seats,1
six,seats,got,1
seats,got,huge,1
got,huge,lead,1
huge,lead,write,1
rahul,team,congress,1
team,congress,together,1
congress,together,planning,1
together,planning,defeat,1
planning,defeat,election,1
didnt,wanted,congress,1
wanted,congress,alliance,1
congress,alliance,leaving,1
rahul,wins,part,1
part,heart,first,1
witness,super,interesting,1
congress,want,arvind,1
arvind,kejriwal,government,1
kejriwal,government,came,1
government,came,power,1
respected,ji,plz,1
ji,plz,maintain,1
plz,maintain,integrity,1
maintain,integrity,dignity,1
integrity,dignity,please,1
dignity,please,leave,1
please,leave,dont,1
leave,dont,want,1
dont,want,join,1
want,join,alliance,1
join,alliance,okay,1
alliance,okay,let,1
okay,let,another,1
let,another,along,1
another,along,ppl,1
former,cm,sheila,1
want,arvind,kejriwal,1
policy,congress,want,1
heart,first,time,1
evm,policy,congress,1
smaller,parties,joining,1
parties,joining,hands,1
joining,hands,needs,1
hands,needs,worried,1
congress,means,victory,1
means,victory,tells,1
victory,tells,partymen,1
tells,partymen,ahead,1
akhada,ready,lets,1
ready,lets,dangal,1
lets,dangal,arvind,1
dangal,arvind,kejriwal,1
arvind,kejriwal,vs,1
kejriwal,vs,sheila,1
vs,sheila,dikshit,1
sheila,dikshit,never,1
dikshit,never,underestimate,1
never,underestimate,evm,1
underestimate,evm,policy,1
super,interesting,contest,1
going,witness,super,1
sheila,dikshit,appointed,1
alliance,uttar,pradesh,1
pradesh,may,go,1
may,go,total,1
go,total,lok,1
total,lok,seats,1
lok,seats,seats,1
seats,seats,may,1
seats,may,required,1
may,required,regional,1
required,regional,parties,1
regional,parties,form,1
parties,form,government,1
form,government,general,1
government,general,election,1
president,calling,ideologies,1
calling,ideologies,spokesperson,1
ideologies,spokesperson,said,1
spokesperson,said,electoral,1
said,electoral,dictatorship,1
electoral,dictatorship,congress,1
uttar,pradesh,may,1
post,alliance,uttar,1
congress,value,democracy,1
noise,split,vote,1
losing,majority,mark,1
majority,mark,already,1
mark,already,written,1
mps,dump,join,1
plan,put,candidiates,1
put,candidiates,seats,1
candidiates,seats,doesnot,1
seats,doesnot,want,1
doesnot,want,split,1
want,split,vote,1
split,vote,seats,1
vote,seats,wants,1
seats,wants,split,1
wants,split,vote,1
split,vote,hurt,1
needs,vote,share,1
vote,share,take,1
share,take,noise,1
take,noise,split,1
dictatorship,congress,value,1
part,uttar,pradesh…,1
seat,going,witness,1
earlier,understanding,alliance,1
alliance,getting,opposition,1
getting,opposition,votes,1
opposition,votes,distant,1
votes,distant,dream,1
saturday,said,sp,1
said,sp,came,1
sp,came,together,1
came,together,survival,1
together,survival,country,1
survival,country,uttar,1
country,uttar,pradesh,1
uttar,pradesh,downplayed,1
pradesh,downplayed,suggestions,1
downplayed,suggestions,alliance,1
suggestions,alliance,major,1
alliance,major,impact,1
major,impact,upcoming,1
impact,upcoming,lok,1
mandla,seat,going,1
understanding,alliance,getting,1
contest,earlier,understanding,1
watch,ahead,predicted,1
triangular,contest,earlier,1
lok,seats,madhya,1
time,voters,keep,1
voters,keep,opportunistic,1
keep,opportunistic,politicians,1
opportunistic,politicians,like,1
politicians,like,go,1
like,go,get,1
go,get,confidence,1
get,confidence,voters,1
confidence,voters,india,1
voters,india,needs,1
india,needs,strong,1
needs,strong,government,1
strong,government,congress,1
government,congress,providing,1
congress,providing,failed,1
providing,failed,fronts,1
left,others,triangular,1
others,triangular,contest,1
cm,sheila,dikshit,1
dikshit,appointed,delhi,1
putting,risk,losing,1
govt,federal,anti,1
anti,national,parties,1
national,parties,anti,1
parties,anti,federal,1
anti,federal,front,1
front,anti,congres,1
anti,congres,federal,1
congres,federal,front,1
front,anti,anti,1
anti,anti,congress,1
anti,congress,federal,1
congress,federal,front,1
seems,given,free,1
given,free,hand,1
free,hand,spread,1
hand,spread,total,1
spread,total,impunity,1
total,impunity,via,1
sir,within,play,1
within,play,potentially,1
federal,anti,national,1
form,govt,federal,1
potentially,per,seat,1
alternatives,form,govt,1
front,gov.t,congress,1
congress,inld,jip,1
inld,jip,haryana,1
jip,haryana,congress,1
haryana,congress,jjp,1
congress,jjp,jjp,1
jjp,jjp,cong,1
spell,party,strategy,1
party,strategy,mega,1
strategy,mega,opposition,1
mega,opposition,rally,1
opposition,rally,january,1
straight,message,even,1
message,even,political,1
even,political,parties,1
political,parties,like,1
parties,like,claim,1
like,claim,work,1
post,alternatives,form,1
play,potentially,per,1
per,seat,voter,1
cpi,form,front,1
challenges,raga,political,1
political,kite,flying,1
kite,flying,contest,1
flying,contest,called,1
contest,called,splatter,1
called,splatter,matter,1
janaalu,koncham,emotional,1
koncham,emotional,avvakunda,1
emotional,avvakunda,vignatha,1
avvakunda,vignatha,tho,1
vignatha,tho,alochisthey,1
tho,alochisthey,arthamavthundhi,1
alochisthey,arthamavthundhi,go,1
arthamavthundhi,go,federal,1
go,federal,front,1
federal,front,would,1
front,would,surely,1
would,surely,give,1
surely,give,extra,1
give,extra,chip,1
raga,political,kite,1
namo,challenges,raga,1
seat,voter,universe,1
spiderman,namo,challenges,1
voter,universe,splitting,1
universe,splitting,two,1
splitting,two,even,1
two,even,three,1
even,three,way,1
three,way,contests,1
way,contests,perhaps,1
contests,perhaps,adding,1
perhaps,adding,universally,1
adding,universally,expected,1
difficult,itll,win,1
itll,win,general,1
general,election,sachin,1
election,sachin,adarsh,1
kati,patang,rss,1
patang,rss,aur,1
rss,aur,ki,1
aur,ki,spiderman,1
ki,spiderman,namo,1
form,front,gov.t,1
kn,cpi,form,1
appointed,delhi,congress,1
also,dont,forget,1
forget,phulpur,gorakhpur,1
phulpur,gorakhpur,ka,1
gorakhpur,ka,mp,1
ka,mp,rj,1
mp,rj,ch,1
rj,ch,look,1
ch,look,forward,1
part,keep,equal,1
keep,equal,distance,1
equal,distance,congress,1
distance,congress,says,1
congress,says,naveen,1
says,naveen,patnaik,1
remain,equidistant,congress.…,1
president,odisha,cm,1
naveen,patnaik,part,1
patnaik,part,party,1
part,party,continue,1
party,continue,remain,1
dont,forget,phulpur,1
shattered,also,dont,1
support,today,would,1
mukth,shattered,also,1
congress,chief,ajay,1
chief,ajay,maken’s,1
ajay,maken’s,resign,1
president,meets,discuss,1
list,lot,achievements,1
lot,achievements,took,1
achievements,took,mettle,1
took,mettle,cp,1
mettle,cp,one,1
cp,one,itch,1
one,itch,cannot,1
itch,cannot,scratch,1
cannot,scratch,chaddi,1
scratch,chaddi,dream,1
chaddi,dream,making,1
dream,making,india,1
making,india,congress,1
india,congress,mukth,1
congress,mukth,shattered,1
dont,support,today,1
today,would,go,1
jd,kn,cpi,1
hug,leader,shot,1
mandir,resolution,passage,1
resolution,passage,middle,1
passage,middle,class,1
middle,class,sops,1
class,sops,like,1
sops,like,income,1
like,income,tax,1
income,tax,pave,1
tax,pave,way,1
pave,way,next,1
way,next,gov.t,1
next,gov.t,else,1
gov.t,else,stage,1
else,stage,set,1
stage,set,tsr,1
set,tsr,dmk,1
tsr,dmk,tmc,1
dmk,tmc,jd,1
tmc,jd,kn,1
ram,mandir,resolution,1
wink,hug,leader,1
would,go,seats,1
may,wink,hug,1
go,seats,next,1
seats,next,think,1
next,think,happier,1
think,happier,dont,1
happier,dont,support,1
dont,support,leads,1
support,leads,congress,1
leads,congress,mukth,1
every,vote,says,1
vote,says,cant,1
says,cant,say,1
cant,say,either,1
say,either,supports,1
either,supports,opposes,1
supports,opposes,stupid,1
opposes,stupid,kill,1
stupid,kill,time,1
kill,time,wasting,1
time,wasting,time,1
risk,losing,majority,1
played,putting,risk,1
sp,trs,ysrcp,1
gandhi,leader,lal,1
lal,krishna,present,1
reservation,dont,call,1
dont,call,reservation,1
call,reservation,please,1
quota,haste,poll,1
haste,poll,losses,1
poll,losses,congress,1
lok,today,passed,1
today,passed,contentious,1
passed,contentious,citizenship,1
contentious,citizenship,amendment,1
citizenship,amendment,seeks,1
amendment,seeks,provide,1
seeks,provide,indian,1
provide,indian,citizenship,1
indian,citizenship,nonmuslims,1
citizenship,nonmuslims,pakistan,1
nonmuslims,pakistan,afghanistan,1
pakistan,afghanistan,read,1
leader,lal,krishna,1
president,gandhi,leader,1
nota,election,directly,1
narendra,president,gandhi,1
game,infront,upper,1
infront,upper,caste,1
upper,cast,quota,1
cast,quota,passed,1
quota,passed,pm,1
passed,pm,react,1
amendment,constitution,constitution,1
constitution,constitution,constitution,1
constitution,constitution,mere,1
constitution,mere,tool,1
mere,tool,congress,1
tool,congress,play,1
congress,play,politics,1
play,politics,cheated,1
politics,cheated,need,1
cheated,need,speak,1
upper,gets,approval,1
gets,approval,narendra,1
approval,narendra,president,1
choose,nota,election,1
election,directly,help,1
win,win,game,1
declining,congress,law,1
law,conservation,congress,1
conservation,congress,mps,1
congress,mps,dont,1
mps,dont,commit,1
dont,commit,mistake,1
commit,mistake,ignoring,1
mistake,ignoring,regional,1
ignoring,regional,parties,1
leader,said,wanted,1
said,wanted,secular,1
wanted,secular,parties,1
secular,parties,remain,1
parties,remain,divided,1
remain,divided,contest,1
divided,contest,independently,1
contest,independently,votes,1
independently,votes,could,1
votes,could,split,1
mayawati,may,focus,1
congress,law,conservation,1
rising,declining,congress,1
directly,help,congress,1
range,rising,declining,1
help,congress,mayawati,1
congress,mayawati,akhilesh,1
