W1,W2,W3,W4,F
speechless,counterattack,natural,dislike,1
serious,gheraoing,speechless,counterattack,1
goa,cheif,minister,stopped,1
gets,done,team,player,1
cheif,minister,stopped,raga,1
minister,stopped,raga,told,1
stopped,raga,told,address,1
going,long,two,years,1
player,learn,listen,work,1
team,player,learn,listen,1
done,team,player,learn,1
always,gets,done,team,1
starts,one,thing,always,1
thing,always,gets,done,1
one,thing,always,gets,1
raga,told,address,manohar,1
told,address,manohar,parikkar,1
address,manohar,parikkar,ex,1
manohar,parikkar,ex,defence,1
parikkar,ex,defence,minister,1
headed,gentleman,lacks,understanding,1
past,today,headed,gentleman,1
think,voters,like,talk,1
fm,jaitley,asks,authentication,1
fellow,keeps,fooling,ppl,1
keeps,fooling,ppl,getting,1
fooling,ppl,getting,fooled,1
rahul,gandhi,demands,clarification,1
gandhi,demands,clarification,fm,1
demands,clarification,fm,jaitley,1
clarification,fm,jaitley,asks,1
jaitley,asks,authentication,tape,1
says,usual,fellow,keeps,1
discussion,mp,threw,paper,1
mp,threw,paper,plane,1
young,playing,lap,certain,1
playing,lap,certain,quattrocchi,1
lap,certain,quattrocchi,congress,1
certain,quattrocchi,congress,doesnt,1
quattrocchi,congress,doesnt,understand,1
usual,fellow,keeps,fooling,1
politicians,scam,fact,us,1
doesnt,understand,national,security,1
immigration,polled,important,issue,1
happening,says,tape,ask,1
says,tape,ask,authentication,1
tape,ask,authentication,says,1
ask,authentication,says,usual,1
authentication,says,usual,fellow,1
important,issue,impeachment,trumps,1
polled,important,issue,impeachment,1
video,video,like,share,1
scam,fact,us,congress,1
great,video,video,like,1
another,great,video,video,1
slightly,representative,citizens,low,1
looks,slightly,representative,citizens,1
congress,looks,slightly,representative,1
us,congress,looks,slightly,1
fact,us,congress,looks,1
congress,doesnt,understand,national,1
shame,sought,todays,got,1
legends,past,today,headed,1
kindergarten,feel,nursery,kg,1
rafale,deal,lok,hiding,1
watching,lok,tv,hooting,1
lok,tv,hooting,chaos,1
tv,hooting,chaos,like,1
hooting,chaos,like,kindergarten,1
chaos,like,kindergarten,feel,1
like,kindergarten,feel,nursery,1
feel,nursery,kg,students,1
parrikar’s,tape,rafale,deal,1
nursery,kg,students,far,1
kg,students,far,intelligent,1
think,governments,politicians,scam,1
people,think,governments,politicians,1
know,people,think,governments,1
students,far,intelligent,stupid,1
far,intelligent,stupid,mps,1
tape,rafale,deal,lok,1
play,parrikar’s,tape,rafale,1
sought,todays,got,scared,1
contents,asked,speaker,showed,1
todays,got,scared,authenticating,1
got,scared,authenticating,congresses,1
scared,authenticating,congresses,fake,1
authenticating,congresses,fake,tape,1
congresses,fake,tape,contents,1
fake,tape,contents,asked,1
tape,contents,asked,speaker,1
asked,speaker,showed,seriousness,1
gandhi,play,parrikar’s,tape,1
speaker,showed,seriousness,making,1
showed,seriousness,making,paper,1
seriousness,making,paper,planes,1
governments,politicians,scam,fact,1
speaker,denies,rahul,gandhi,1
denies,rahul,gandhi,play,1
rahul,gandhi,play,parrikar’s,1
suhaga,sincere,thanks,cameraman,1
paper,planes,throwing,failed,1
planes,throwing,failed,pen,1
yelled,gandhi,parivar,chor,1
speaking,issues,features,plane,1
issues,features,plane,time,1
features,plane,time,take,1
plane,time,take,jpc,1
say,shit,makes,feel,1
get,say,shit,makes,1
someone,yelled,gandhi,parivar,1
gandhi,parivar,chor,hai,1
called,issue,speaking,issues,1
parivar,chor,hai,chor,1
chor,hai,chor,hai,1
country,karnataka,govt,increases,1
chor,hai,lok,lol🤣🤣,1
stated,scam,come,jurisdiction,1
scam,come,jurisdiction,supreme,1
come,jurisdiction,supreme,court,1
issue,speaking,issues,features,1
discussion,called,issue,speaking,1
supreme,court,never,said,1
apart,lok,mentioned,nh,1
women,swear,don’t,need,1
inside,women,swear,don’t,1
feel,inside,women,swear,1
makes,feel,inside,women,1
shit,makes,feel,inside,1
permission,play,goa,minis…,1
tearing,apart,lok,mentioned,1
lok,mentioned,nh,agusta,1
tap,scared,authenticate,ji,1
mentioned,nh,agusta,etc,1
nh,agusta,etc,taken,1
agusta,etc,taken,gandhi,1
etc,taken,gandhi,family,1
taken,gandhi,family,cleaners,1
gandhi,family,cleaners,watch,1
family,cleaners,watch,enjoy,1
jurisdiction,supreme,court,never,1
court,never,said,jpc,1
throwing,failed,pen,playing,1
raising,issue,second,time,1
called,legends,lead,nincompoop,1
legends,lead,nincompoop,doesnt,1
lead,nincompoop,doesnt,knowledge,1
nincompoop,doesnt,knowledge,aircraft,1
responds,says,congress,raising,1
says,congress,raising,issue,1
congress,raising,issue,second,1
issue,second,time,nation,1
conservatives,women,dance,men,1
second,time,nation,disappointed,1
discovered,conservatives,women,dance,1
walk,walk,past,expected,1
talk,walk,walk,past,1
talk,talk,walk,walk,1
like,talk,talk,walk,1
voters,like,talk,talk,1
rahul,gandhi,family,cohorts,1
women,dance,men,don’t,1
never,said,jpc,shouldnt,1
sri,speech,discussion,pointed,1
said,jpc,shouldnt,formed,1
permission,play,goa,minister,1
play,goa,minister,audio,1
goa,minister,audio,clip,1
please,watch,fm,sri,1
watch,fm,sri,speech,1
fm,sri,speech,discussion,1
speech,discussion,pointed,references,1
dance,men,don’t,get,1
discussion,pointed,references,lying,1
pointed,references,lying,dangerous,1
references,lying,dangerous,rahul,1
lying,dangerous,rahul,gandhi,1
dangerous,rahul,gandhi,family,1
don’t,get,say,shit,1
men,don’t,get,say,1
swear,don’t,need,fucking,1
don’t,need,fucking,apologize,1
need,fucking,apologize,welcome,1
sensitive,files,swung,deal,1
accessed,investigator,sten,lindstrom,1
investigator,sten,lindstrom,family,1
sten,lindstrom,family,friend,1
lindstrom,family,friend,access,1
family,friend,access,sensitive,1
friend,access,sensitive,files,1
access,sensitive,files,swung,1
arun,jaitely,took,rahul,1
crucial,diary,accessed,investigator,1
jaitely,took,rahul,gandhi,1
took,rahul,gandhi,cleaners,1
rahul,gandhi,cleaners,hes,1
gandhi,cleaners,hes,wiping,1
cleaners,hes,wiping,clean,1
hes,wiping,clean,ragas,1
wiping,clean,ragas,gaffes,1
diary,accessed,investigator,sten,1
quotes,crucial,diary,accessed,1
fucking,apologize,welcome,new,1
prove,make,false,allegations,1
failed,pen,playing,paper,1
pen,playing,paper,planes,1
playing,paper,planes,house,1
paper,planes,house,toys,1
planes,house,toys,playing,1
house,toys,playing,along,1
nothing,prove,make,false,1
make,false,allegations,nothing,1
mentions,quotes,crucial,diary,1
false,allegations,nothing,else,1
allegations,nothing,else,judicial,1
nothing,else,judicial,system,1
else,judicial,system,solid,1
judicial,system,solid,proof,1
system,solid,proof,prove,1
solid,proof,prove,house,1
clean,ragas,gaffes,pitch,1
ragas,gaffes,pitch,perfect,1
gaffes,pitch,perfect,performance,1
mr,pm,give,contrac…,1
front,pappu,outstanding,raga,1
pappu,outstanding,raga,got,1
outstanding,raga,got,answer,1
raga,got,answer,language,1
trainer,years,old,great,1
started,trainer,years,old,1
finally,return,political,discourse,1
civility,finally,return,political,1
pitch,perfect,performance,mr,1
house,civility,finally,return,1
control,house,civility,finally,1
taken,control,house,civility,1
democrats,taken,control,house,1
rashada,democrats,taken,control,1
glad,rashada,democrats,taken,1
apologize,welcome,new,world,1
lady,front,pappu,outstanding,1
italian,lady,front,pappu,1
son,italian,lady,front,1
mr,son,italian,lady,1
old,great,patience,mistakes,1
years,old,great,patience,1
perfect,performance,mr,must,1
performance,mr,must,speak,1
mr,must,speak,often,1
must,speak,often,hindi,1
speak,often,hindi,nonlawyerly,1
often,hindi,nonlawyerly,language,1
arun,jaitley,ji,asking,1
jaitley,ji,asking,whos,1
ji,asking,whos,mrs,1
asking,whos,mrs,gandhi,1
whos,mrs,gandhi,mr,1
mrs,gandhi,mr,son,1
gandhi,mr,son,italian,1
anything,heard,protest,aiadmk,1
heard,protest,aiadmk,mps,1
protest,aiadmk,mps,demanding,1
women,empowerment,women,equality,1
led,opposition,walked,without,1
opposition,walked,without,supporting,1
walked,without,supporting,shows,1
without,supporting,shows,women,1
morality,mitt,doesnt,much,1
supporting,shows,women,empowerment,1
shows,women,empowerment,women,1
empowerment,women,equality,model,1
yday,congress,led,opposition,1
women,equality,model,congress,1
mother,morality,mitt,doesnt,1
hitler,mother,morality,mitt,1
called,hitler,mother,morality,1
trump,called,hitler,mother,1
silent,trump,called,hitler,1
romney,silent,trump,called,1
congress,led,opposition,walked,1
key,portfolios,tiff,ends,1
model,congress,party,sir,1
win,much,change,hands,1
mahatma,gandhi,santa,claus,1
gandhi,santa,claus,hitler,1
santa,claus,hitler,really,1
claus,hitler,really,different,1
hitler,really,different,character,1
really,different,character,house,1
imagine,win,much,change,1
much,change,hands,rajasthan,1
keeps,key,portfolios,tiff,1
change,hands,rajasthan,cm,1
hands,rajasthan,cm,ashok,1
rajasthan,cm,ashok,gehlot,1
cm,ashok,gehlot,keeps,1
ashok,gehlot,keeps,key,1
gehlot,keeps,key,portfolios,1
mitt,doesnt,much,moral,1
equality,model,congress,party,1
congress,party,sir,may,1
also,dressed,mahatma,gandhi,1
pelosi,government,shutdown,continues,1
miners,trapped,mine,meghalaya,1
nolte,mitt,romney,silent,1
decorum,left,sworn,executive,1
furlough,working,indentured,servants,1
pay,furlough,working,indentured,1
mandated,pay,furlough,working,1
every,mandated,pay,furlough,1
finally,said,thanks,ji,1
months,ago,warnings,ignored,1
said,thanks,ji,ji,1
thanks,ji,ji,justice,1
ji,ji,justice,muslim,1
ji,justice,muslim,sisters,1
justice,muslim,sisters,history,1
nancy,pelosi,government,shutdown,1
schumer,nancy,pelosi,government,1
whereas,miners,trapped,mine,1
six,months,ago,warnings,1
party,sir,may,unaware,1
shelter,home,case,maneka,1
sir,may,unaware,whats,1
may,unaware,whats,going,1
unaware,whats,going,delhi,1
whats,going,delhi,team/offices,1
mitt,romney,silent,trump,1
passes,court,support,this…,1
muzaffarpur,shelter,home,case,1
home,case,maneka,gandhi,1
govt,six,months,ago,1
case,maneka,gandhi,says,1
maneka,gandhi,says,union,1
gandhi,says,union,ministry,1
says,union,ministry,informed,1
union,ministry,informed,govt,1
ministry,informed,govt,six,1
informed,govt,six,months,1
dressed,mahatma,gandhi,santa,1
earlier,also,dressed,mahatma,1
aiadmk,mps,demanding,meanwhile,1
mohd,salim,watch,full,1
fortnite,dances,congress,every,1
dailyo_,polls,changed,man,1
polls,changed,man,minhazmerchant,1
newsmoofficial,made,dare,leader,1
made,dare,leader,mohd,1
dare,leader,mohd,salim,1
leader,mohd,salim,watch,1
salim,watch,full,video,1
congress,every,day,year,1
promises,made,polls,ahead,1
hope,fortnite,dances,congress,1
happy,charge,congress,thi…,1
things,priorities,years,ago,1
fight,things,priorities,years,1
see,fight,things,priorities,1
nice,see,fight,things,1
dances,congress,every,day,1
look,forward,watching,work,1
year,allowed,nice,see,1
first,things,first,democrats,1
like,especially,congress,immediately,1
speak,like,especially,congress,1
race,speak,like,especially,1
gender,race,speak,like,1
anyone,gender,race,speak,1
right,anyone,gender,race,1
color,trip,imagine,en…,1
polls,rahul,gandhi,changed,1
first,duty,federal,government,1
rahul,gandhi,changed,man,1
citizens,first,things,first,1
nation,citizens,first,things,1
defend,nation,citizens,first,1
government,defend,nation,citizens,1
federal,government,defend,nation,1
duty,federal,government,defend,1
allowed,nice,see,fight,1
whereas,miners,trapped,in…,1
yoga,guru,ramdevs,political,1
coming,skulls,mouth,well,1
getting,asked,opinion,politics,1
keep,getting,asked,opinion,1
new,york,congresswoman,comedienne,1
done,new,york,congresswoman,1
well,done,new,york,1
mouth,well,done,new,1
skulls,mouth,well,done,1
words,coming,skulls,mouth,1
ive,dc,area,almost,1
can’t,words,coming,skulls,1
cooper,can’t,words,coming,1
anderson,cooper,can’t,words,1
even,anderson,cooper,can’t,1
lol,even,anderson,cooper,1
diverse,voices,experiences,undo…,1
take,yoga,guru,ramdevs,1
asked,opinion,politics,well,1
dc,area,almost,years,1
remained,unclear,friday,leaders,1
never,excited,hill,staffer,1
unclear,friday,leaders,attacked,1
friday,leaders,attacked,conditional,1
leaders,attacked,conditional,farm,1
made,year,allowed,nice,1
staffer,made,year,allowed,1
hill,staffer,made,year,1
excited,hill,staffer,made,1
years,never,excited,hill,1
completely,ruling,chances,alliance,1
almost,years,never,excited,1
area,almost,years,never,1
attacked,conditional,farm,loan,1
conditional,farm,loan,waiver,1
farm,loan,waiver,completely,1
loan,waiver,completely,ruling,1
waiver,completely,ruling,chances,1
meeting,chuck,schumer,nancy,1
muslim,sisters,history,ran,1
latest,meeting,chuck,schumer,1
look,politics,humanity,exists,1
population,first,time,history,1
general,population,first,time,1
make,general,population,first,1
americans,make,general,population,1
political,issue.shame,congress,look,1
issue.shame,congress,look,politics,1
congress,look,politics,humanity,1
tripletalaq,milestone,muslimwomen,instead,1
time,history,americans,accurate,1
milestone,muslimwomen,instead,supporting,1
muslimwomen,instead,supporting,hypocrite,1
instead,supporting,hypocrite,congress,1
supporting,hypocrite,congress,walked,1
hypocrite,congress,walked,outof,1
congress,walked,outof,parliament,1
walked,outof,parliament,save,1
first,time,history,americans,1
wants,political,issue.shame,congress,1
parliament,save,muslim,votes,1
new,wave,politics,feed,1
triple,talaq,humanity,justice,1
talaq,humanity,justice,congress,1
ones,waiting,political,party,1
old,ones,waiting,political,1
feed,old,ones,waiting,1
politics,feed,old,ones,1
wave,politics,feed,old,1
faces,new,wave,politics,1
congress,wants,political,issue.shame,1
new,faces,new,wave,1
hope,new,faces,new,1
accurate,representation,one,took,1
americans,accurate,representation,one,1
history,americans,accurate,representation,1
humanity,justice,congress,wants,1
justice,congress,wants,political,1
outof,parliament,save,muslim,1
today,duelface,congress,revealed,1
reached,latest,meeting,chuck,1
women,empowerment,congress,move,1
congress,women’s,rights.congress,stop,1
women’s,rights.congress,stop,fake,1
rights.congress,stop,fake,display,1
stop,fake,display,women’s,1
fake,display,women’s,rights,1
always,talk,women,empowerment,1
talk,women,empowerment,congress,1
empowerment,congress,move,going,1
proveit,chose,walkout,parliament,1
congress,move,going,pass,1
ls,criminalises,triple,talaq,1
criminalises,triple,talaq,house,1
triple,talaq,house,passes,1
talaq,house,passes,makes,1
house,passes,makes,instant,1
passes,makes,instant,divorce,1
out“god,congress,women’s,rights.congress,1
chance,proveit,chose,walkout,1
duelface,congress,revealed,always,1
representatives,sworn,house,that’s,1
congress,revealed,always,supported,1
revealed,always,supported,women,1
always,supported,women,empowerment,1
supported,women,empowerment,today,1
that’s,americans,make,general,1
house,that’s,americans,make,1
sworn,house,that’s,americans,1
paychecks,whilst,needs,demand,1
actual,chance,proveit,chose,1
forego,paychecks,whilst,needs,1
house,forego,paychecks,whilst,1
asking,house,forego,paychecks,1
camera,asking,house,forego,1
women,empowerment,today,actual,1
empowerment,today,actual,chance,1
today,actual,chance,proveit,1
society,headstrong.well,done,modiji,1
standing,society,headstrong.well,done,1
equal,standing,society,headstrong.well,1
opposing,triple,talaq,lok,1
denying,justice,muslim,sisters,1
opposition,parties,walk,dead,1
parties,walk,dead,fire,1
walk,dead,fire,multistorey,1
rajnath,targets,congress,opposing,1
targets,congress,opposing,triple,1
congress,opposing,triple,talaq,1
thank,president,donald,trump,1
time,voting,denying,justice,1
reclaims,role,seals,place,1
icon,reclaims,role,seals,1
standing,side,unwilling,move,1
line,standing,side,unwilling,1
yes,questioned,correct,women,1
questioned,correct,women,rights,1
correct,women,rights,many,1
voting,denying,justice,muslim,1
away,time,voting,denying,1
give,equal,standing,society,1
sometimes,common,enemy,rivals,1
deal,reached,latest,meeting,1
legislature,trump,common,enemy,1
happen,legislature,trump,common,1
together,happen,legislature,trump,1
rivals,together,happen,legislature,1
enemy,rivals,together,happen,1
common,enemy,rivals,together,1
standing,legislators,hate,hate,1
ran,away,time,voting,1
line,standing,legislators,hate,1
holding,line,standing,legislators,1
trump,holding,line,standing,1
donald,trump,holding,line,1
president,donald,trump,holding,1
sisters,history,ran,away,1
history,ran,away,time,1
women,rights,many,opposition,1
rights,many,opposition,also,1
many,opposition,also,demanded,1
name,religion.congress,ran,away,1
political,party,that’s,middle,1
waiting,political,party,that’s,1
proved,whois,actually,politics,1
whois,actually,politics,inthe,1
actually,politics,inthe,name,1
politics,inthe,name,religion.congress,1
inthe,name,religion.congress,ran,1
religion.congress,ran,away,save,1
opposition,also,demanded,know,1
ran,away,save,muslim,1
away,save,muslim,vote,1
muslim,women,today,got,1
women,today,got,reason,1
today,got,reason,give,1
got,reason,give,equal,1
reason,give,equal,standing,1
party,that’s,middle,line,1
that’s,middle,line,standing,1
middle,line,standing,side,1
itis,proved,whois,actually,1
also,demanded,know,govt,1
demanded,know,govt,sc’s,1
know,govt,sc’s,judgment,1
govt,sc’s,judgment,also,1
sc’s,judgment,also,argued,1
judgment,also,argued,women,1
also,argued,women,rights,1
pm,modi,guts,stand,1
modi,guts,stand,women,1
guts,stand,women,irrespective,1
stand,women,irrespective,religion,1
women,irrespective,religion,today,1
irrespective,religion,today,itis,1
religion,today,itis,proved,1
today,itis,proved,whois,1
especially,congress,immediately,overreacting,1
congress,immediately,overreacting,grandstanding,1
out“god,congress,women’s,rights.congres…,1
women,hear,us,roar,1
scam,deal,home,minister,1
deal,home,minister,saying,1
home,minister,saying,repeating,1
minister,saying,repeating,lie,1
saying,repeating,lie,would,1
repeating,lie,would,make,1
lie,would,make,truth,1
speak,truth,power,enlarge,1
truth,says,home,minister,1
ways,speak,truth,power,1
stalled,stopped,today,opposition…,1
stalled,stopped,today,opposition,1
stopped,today,opposition,party,1
today,opposition,party,trust,1
ridiculous,ways,speak,truth,1
children,ridiculous,ways,speak,1
says,home,minister,rafale,1
make,truth,says,home,1
general,flossing,already,influence,1
choice,ilhan,omar,first,1
election,next,year,narendra,1
next,year,narendra,modi,1
year,narendra,modi,rahul,1
modi,rahul,gandhi,precious,1
rahul,gandhi,precious,right,1
gandhi,precious,right,vote,1
ilhan,omar,first,wear,1
record,women,house,representatives,1
lies,make,truth,says,1
like,record,women,house,1
looks,like,record,women,1
decide,time,congress,lea…,1
decide,time,congress,leader,1
time,congress,leader,said,1
saying,repeated,lies,make,1
repeated,lies,make,truth,1
speak,children,ridiculous,ways,1
congress,general,flossing,already,1
noncommittal,zero,hour,proceeding,1
party,demand,rajnath,singh,1
mallikarjun,kharge,raises,issue,1
kharge,raises,issue,reiterates,1
raises,issue,reiterates,congress,1
issue,reiterates,congress,party,1
house,representatives,congress,general,1
reiterates,congress,party,demand,1
congress,party,demand,rajnath,1
demand,rajnath,singh,responds,1
jpc,investigation,follow,live,1
rajnath,singh,responds,says,1
singh,responds,says,govt,1
responds,says,govt,ready,1
says,govt,ready,discussion,1
govt,ready,discussion,stays,1
ready,discussion,stays,noncommittal,1
discussion,stays,noncommittal,zero,1
investigation,follow,live,updates,1
demanding,jpc,investigation,follow,1
representatives,congress,general,flossing,1
opposition,parties,various,issues,1
witnessed,two,adjournments,prelunch,1
two,adjournments,prelunch,session,1
adjournments,prelunch,session,following,1
prelunch,session,following,protests,1
session,following,protests,opposition,1
following,protests,opposition,parties,1
protests,opposition,parties,various,1
parties,various,issues,including,1
said,demanding,jpc,investigation,1
various,issues,including,demand,1
issues,including,demand,jpc,1
including,demand,jpc,fighter,1
demand,jpc,fighter,jet,1
jpc,fighter,jet,deal,1
rs,scam,said,demanding,1
scam,said,demanding,jpc,1
mininster,election,next,year,1
prime,mininster,election,next,1
new,prime,mininster,election,1
go,favour,congress,jd(s,1
congress,president,speaking,today,1
defeat,modi,vs,develop,1
modi,vs,develop,india,1
vs,develop,india,elections,1
polls,seatsharing,formula,go,1
seatsharing,formula,go,favour,1
formula,go,favour,congress,1
favour,congress,jd(s,leader,1
participate,discussion,today,file,1
covered,almost,points,min,1
almost,points,min,long,1
points,min,long,interview,1
min,long,interview,covered,1
cong,win,panchayat,polls,1
win,panchayat,polls,victory,1
panchayat,polls,victory,democracy,1
discussion,today,file,pic,1
keep,articles,already,introduced,1
choose,new,prime,mininster,1
aicc,chief,initiate,today,1
mps,demanding,meanwhile,rahul,1
demanding,meanwhile,rahul,gandhi,1
meanwhile,rahul,gandhi,starts,1
rahul,gandhi,starts,speaking,1
strong,organization,strong,organization,1
patience,strong,organization,strong,1
gain,patience,strong,organization,1
material,gain,patience,strong,1
articles,already,introduced,new,1
interested,material,gain,patience,1
leaders,interested,material,gain,1
worry,leaders,interested,material,1
lies,seem,come,easy,1
new,lies,seem,come,1
introduced,new,lies,seem,1
already,introduced,new,lies,1
polls,victory,democracy,vindication,1
victory,democracy,vindication,govt’s,1
democracy,vindication,govt’s,policies,1
pandits,kashmir,valley,passed,1
oh,know,keep,articles,1
first,wear,us,congress,1
omar,first,wear,us,1
scam,deal,home,mini…,1
resolution,resettlement,kashmiri,pandits,1
resettlement,kashmiri,pandits,kashmir,1
kashmiri,pandits,kashmir,valley,1
kashmir,valley,passed,congress,1
vindication,govt’s,policies,captain,1
valley,passed,congress,staged,1
passed,congress,staged,walk,1
india,next,pm,choose,1
next,pm,choose,vote,1
pm,choose,vote,choose,1
choose,vote,choose,new,1
vote,choose,new,prime,1
know,keep,articles,already,1
contest,polls,independently,sir,1
year,contest,polls,independently,1
new,year,contest,polls,1
govt’s,policies,captain,amarinder,1
policies,captain,amarinder,singh,1
captain,amarinder,singh,indian,1
amarinder,singh,indian,national,1
singh,indian,national,congress,1
indian,national,congress,shiromani,1
national,congress,shiromani,akali,1
congress,shiromani,akali,dal,1
shiromani,akali,dal,aam,1
akali,dal,aam,aadmi,1
dal,aam,aadmi,party,1
aam,aadmi,party,spokesman,1
aadmi,party,spokesman,rozana,1
good,news,new,year,1
news,new,year,contest,1
stays,noncommittal,zero,hour,1
zero,hour,proceeding,amidst,1
immediately,overreacting,grandstanding,attention,1
case,study,looted,poor,1
age,gender,faith,congress,1
diverse,age,gender,faith,1
swear,diverse,age,gender,1
used,swear,diverse,age,1
injustice,towards,muslim,women,1
explain,common,case,study,1
common,case,study,looted,1
study,looted,poor,country,1
apologise,decades,injustice,towards,1
looted,poor,country,ppl,1
hoyer,decide,party’s,agenda,1
steny,hoyer,decide,party’s,1
leader,steny,hoyer,decide,1
thangal,seeks,kunhalikutty’s,explanation,1
seeks,kunhalikutty’s,explanation,talaq,1
kunhalikutty’s,explanation,talaq,vote,1
decades,injustice,towards,muslim,1
must,apologise,decades,injustice,1
majority,leader,steny,hoyer,1
congrats,incoming,go,great,1
ji,entire,govt,successfully,1
entire,govt,successfully,passing,1
govt,successfully,passing,triple,1
successfully,passing,triple,talaq,1
house,democrats,friday,unveiled,1
diverse,incoming,future,promised,1
incoming,go,great,things,1
ever,congrats,incoming,go,1
parties,must,apologise,decades,1
congress,ever,congrats,incoming,1
faith,congress,ever,congrats,1
gender,faith,congress,ever,1
dignity,muslim,women,congress,1
muslim,women,congress,parties,1
women,congress,parties,must,1
congress,parties,must,apologise,1
explanation,talaq,vote,ls,1
house,majority,leader,steny,1
hour,proceeding,amidst,protest,1
day,democrats,meet,trump,1
people,taking,here’s,little,1
many,people,taking,here’s,1
keep,please,receipts,working,1
something,keep,please,receipts,1
actually,something,keep,please,1
person,actually,something,keep,1
omg,person,actually,something,1
trade,day,democrats,meet,1
another,first,occurred,dc,1
deal,trade,day,democrats,1
make,deal,trade,day,1
lets,make,deal,trade,1
congress,cong,shud,hang…,1
get,deal,done,vs,1
trump,get,deal,done,1
overreacting,grandstanding,attention,go,1
taking,here’s,little,something,1
first,occurred,dc,thursday,1
help,house,majority,leader,1
isolate,harsh,action,taken,1
goff,help,house,majority,1
loots,poor,ppl,case,1
poor,ppl,case,study,1
ppl,case,study,awam,1
case,study,awam,isolate,1
study,awam,isolate,harsh,1
awam,isolate,harsh,action,1
position,goff,help,house,1
occurred,dc,thursday,first,1
new,position,goff,help,1
director,new,position,goff,1
floor,director,new,position,1
woman,floor,director,new,1
first,woman,floor,director,1
thursday,first,woman,floor,1
dc,thursday,first,woman,1
congratulations,ji,entire,govt,1
matchfixing,lower,house,parliament,1
penalise,matchfixing,lower,house,1
contest,constituencies,congress,rejects,1
day,house,representatives,congress,1
historic,day,house,representatives,1
yesterday,historic,day,house,1
house,representatives,democrats,democrats,1
u.s,house,representatives,democrats,1
women,u.s,house,representatives,1
zero,chance,passing,senate,1
constituencies,congress,rejects,deal,1
jd(s,likely,contest,constituencies,1
didnt,wanted,seen,opposing,1
wanted,seen,opposing,hence,1
seen,opposing,hence,staged,1
opposing,hence,staged,walkout,1
hence,staged,walkout,says,1
staged,walkout,says,oppose,1
walkout,says,oppose,fun,1
likely,contest,constituencies,congress,1
polls,jd(s,likely,contest,1
sports,penalise,matchfixing,lower,1
kindly,give,us,chance,1
indian,govt,sleeping,crucial,1
govt,sleeping,crucial,issue,1
sleeping,crucial,issue,get,1
crucial,issue,get,justice,1
issue,get,justice,kindly,1
get,justice,kindly,give,1
justice,kindly,give,us,1
give,us,chance,right,1
upcoming,polls,jd(s,likely,1
supremo,hold,talks,high,1
hold,talks,high,command,1
talks,high,command,seat,1
high,command,seat,sharing,1
command,seat,sharing,upcoming,1
seat,sharing,upcoming,polls,1
sharing,upcoming,polls,jd(s,1
says,oppose,fun,watch,1
oppose,fun,watch,arguments,1
fun,watch,arguments,given,1
jd(s,yet,hold,talks,1
syndrom,jail,still,free,1
jail,still,free,loots,1
still,free,loots,poor,1
cartoon,day,outlookindia,https…,1
senior,leader,states,jd(s,1
leader,states,jd(s,yet,1
states,jd(s,yet,hold,1
yet,hold,talks,seat,1
watch,arguments,given,congress,1
hold,talks,seat,sharing,1
sweeping,ethics,reform,package,1
unveiled,sweeping,ethics,reform,1
friday,unveiled,sweeping,ethics,1
democrats,friday,unveiled,sweeping,1
private,regulate,sports,penalise,1
regulate,sports,penalise,matchfixing,1
foolish,syndrom,jail,still,1
every,foolish,syndrom,jail,1
corrupt,every,foolish,syndrom,1
morally,corrupt,every,foolish,1
arguments,given,congress,spox,1
given,congress,spox,different,1
congress,spox,different,different,1
spox,different,different,houses,1
different,different,houses,parliament,1
longest,time,morally,corrupt,1
legislation,zero,chance,passing,1
pieces,legislation,zero,chance,1
many,pieces,legislation,zero,1
first,many,pieces,legislation,1
one,first,many,pieces,1
package,one,first,many,1
reform,package,one,first,1
ethics,reform,package,one,1
time,morally,corrupt,every,1
hasnt,shown,true,worth,1
shown,true,worth,vision,1
true,worth,vision,key,1
ooty,constituency,congress,candidate,1
money,tight,willing,go,1
yes,data,show,data,1
data,show,data,upa,1
show,data,upa,govt,1
data,upa,govt,say,1
mp,elections,ooty,constituency,1
elections,ooty,constituency,congress,1
constituency,congress,candidate,p.gandhi,1
says,could,great,general,1
congress,candidate,p.gandhi,got,1
candidate,p.gandhi,got,vote,1
p.gandhi,got,vote,nota,1
got,vote,nota,medias,1
vote,nota,medias,lights,1
nota,medias,lights,showing,1
medias,lights,showing,simply,1
trump,says,could,great,1
could,great,general,sir,1
lights,showing,simply,telling,1
state,level,state,searched,1
us,class,citizens,lord,1
class,citizens,lord,rama,1
citizens,lord,rama,krishna,1
lord,rama,krishna,land,1
according,report,recent,state,1
report,recent,state,level,1
recent,state,level,state,1
sir,first,serve,first,1
great,general,sir,first,1
liar,isnt,long,line,1
isnt,long,line,put,1
long,line,put,peoples,1
line,put,peoples,line,1
put,peoples,line,peoples,1
peoples,line,peoples,answer,1
general,sir,first,serve,1
democrats,money,tight,willing,1
impeached,yea,said,truth,1
khandan,made,us,class,1
youll,see,chair,throne,1
freedom,umpteen,times,youll,1
national,deficits,fake,news,1
talk,national,deficits,fake,1
want,talk,national,deficits,1
dont,want,talk,national,1
umpteen,times,youll,see,1
times,youll,see,chair,1
see,chair,throne,times,1
sikhs,suppressed,freedom,umpteen,1
chair,throne,times,changed,1
throne,times,changed,whos,1
times,changed,whos,ap,1
changed,whos,ap,michels,1
whos,ap,michels,docs,1
popular,congress,party,still,1
