W1,W2,F
candidate,rekhchand,2
rekhchand,jain,2
jain,candidate,2
candidate,santosh,2
losted,opprtnty,2
violence,losted,2
never,honored,2
history,never,2
early,predictions,2
woke,early,2
predicted,counting,2
polls,predicted,2
exit,polls,2
heres,exit,2
pradesh,heres,2
could,easily,2
government,madhya,2
unseat,government,2
congress,unseat,2
congress,anything,2
think,still,2
still,failed,2
failed,understand,2
understand,truth,2
truth,reality,2
reality,vikas,2
vikas,history,2
santosh,votes,2
ladies,gentlemen,2
threetime,chief,2
going,win,2
gehlot,track,2
ashok,gehlot,2
leader,ashok,2
votes,elect,2
counting,votes,2
evident”,congress,2
anger,evident”,2
today,people’s,2
welcomes,sc,2
sc,ruling,2
ruling,rafale,2
rafale,says,2
says,falsehood,2
falsehood,eed,2
scream,high,2
high,density,2
density,rafel,2
rafel,give,2
give,comission,2
recent,results,2
polls,conquer,2
pradesh,threetime,2
leads,polls,2
leading,madhya,2
denied,ticket,2
congress,denied,2
singh,joined,2
sartaj,singh,2
minister,sartaj,2
candidate,former,2
mafi,maango,2
mps,sanjay,2
sanjay,jaiswal,2
jaiswal,anurag,2
thakur,nishikant,2
nishikant,moved,2
motion,president,2
president,controversy,2
follow,track,2
preparing,elections,2
ruling,party,2
pm,leads,2
predictions,rajasthan,2
seats,around,2
contest,poll,2
polls,seat,2
exmla,join,2
minister,exmla,2
former,minister,2
congress,janata,2
demands,polls,2
immediately,chief,2
involved,corruption,2
told,think,2
ticket,told,2
offered,contest,2
sticking,neck,2
visited,offered,2
offering,join,2
congress,led,2
led,campaign,2
campaign,name,2
name,kisan”,2
kisan”,whereas,2
whereas,fought,2
fought,election,2
mileage,upcoming,2
political,mileage,2
draw,political,2
plotted,draw,2
offer,contest,2
got,offer,2
claims,got,2
veteran,claims,2
general,category,2
power,center,2
coming,resurrected,2
saw,coming,2
didnt,saw,2
contests,alone,2
offer,veteran,2
makes,offer,2
party,makes,2
constituency,party,2
lok,constituency,2
candidate,lok,2
gaur,contest,2
fake,news,2
many,things,2
election,making,2
congress,people,2
pradesh,cm,2
think,einstein,2
training,mind,2
facts,training,2
learning,facts,2
education,learning,2
win,end,2
surprise,congress,2
spring,surprise,2
mizoram,spring,2
telangana,mizoram,2
mp,telangana,2
past,mp,2
edge,past,2
rajasthan&amp;chattisgarh,edge,2
rout,rajasthan&amp;chattisgarh,2
congress,rout,2
heartland,congress,2
win,states,2
predicting,congress,2
neck,predicting,2
mind,think,2
manners,maketh,2
former,madhya,2
gandhis,entry,2
leader,former,2
parties,hung,2
gains,regional,2
gains,gains,2
called,majority,2
majority,party,2
party,lost,2
lost,everything,2
everything,everywhere,2
everywhere,ki,2
ki,haar,2
haar,nayi,2
nayi,time,2
time,aiming,2
aiming,victory,2
victory,central,2
people,realise,2
maketh,man,2
rahul,gandhis,2
opposition,unity,2
support,fade,2
understand,want,2
state,chief,2
performance,good,2
want,performance,2
pudhucherry,seat,2
party,ashamed,2
ethics,political,2
lost,ethics,2
get,pudhucherry,2
nr,congress,2
seats,nr,2
aiadmk,seats,2
seats,aiadmk,2
sources,seats,2
party,win,2
umesh,jadhav,2
support,support,2
say,support,2
one,leader,2
tell,one,2
supporter,say,2
gain,power,2
looks,set,2
congress,supporter,2
ask,congress,2
seat,announcement,2
announcement,expected,2
missed,tonights,2
tired,convincing,2
governance,vote,2
modi,indias,2
vajpayee,fall,2
real,face,2
may,edge,2
paid,media,2
parties,together,2
mighty,vajpayee,2
unchanged,mighty,2
candidate,congress,2
elections,coming,2
tonights,sir,2
convincing,congress,2
congress,form,2
alliance,understand,2
understand,alliance,2
parliament,looks,2
remained,unchanged,2
think,vote,2
votes,remained,2
worries,watch,2
sir,worries,2
suffer,ask,2
done,yrs,2
yrs,congress,2
pic,page,2
rituals,times,2
follow,rituals,2
arch,rival,2
pack,coming,2
parties,joining,2
gets,seats,2
dont,understand,2
class,people,2
govt,ac…,2
tradition,follow,2
page,captures,2
rival,presently,2
ruling,dispensation,2
set,yet,2
another,stormy,2
stormy,session,2
accused,ruling,2
manifesto,accused,2
like,tradition,2
coming,ls,2
ls,election,2
expected,win,2
times,wear,2
command,pack,2
congress,would,2
vote,want,2
would,done,2
fools,suffer,2
suffer,fools,2
dont,suffer,2
much,dont,2
country,much,2
love,country,2
like,agp,2
deal,says,2
left,parties,2
gandhi,lok,2
ram,temple,2
nothing,left,2
almost,nothing,2
polarising,almost,2
politically,polarising,2
trinamool,set,2
set,command,2
assam,politically,2
media,congress,2
wins,elections,2
presently,assam,2
chor,congress,2
means,dynasty,2
deshdrohi,congress,2
dynasty,scam,2
congress,likely,2
likely,get,2
deal,seats,2
share,opinion,2
get,share,2
manage,get,2
seats,manage,2
posters,congress,2
recent,posters,2
one,party,2
voters,get,2
get,son,2
son,like,2
consensus,within,2
people,must,2
twist,turn,2
larger,consensus,2
confuse,twist,2
gaurd,confuse,2
taken,gaurd,2
raga,taken,2
rafale,raga,2
desperately,rafale,2
seats,sharing,2
sharing,fight,2
fight,dumped,2
sp,keep,2
tieup,though,2
keep,tieup,2
alliance,like,2
congress,lawyers,2
though,sources,2
sources,said,2
sinking,ship,2
may,win,2
congress,leaders,2
alliance,sinking,2
yrs,losing,2
dumped,congress,2
within,sp,2
terms,aiadmk,2
delhi,terms,2
hello,today,2
picture,hai,2
political,agenda,2
upa,regime,2
congress,comes,2
time,candidates,2
railway,stations,2
congress,desperately,2
seal,deal,2
stalin’s,dmk,2
shows,improvement,2
done,wrong,2
us,info,2
stay,single,2
forget,congress,2
resign,post,2
suppression,hindus,2
came,power,2
congress,stay,2
ruling,trinamool,2
improvement,ruling,2
state,seats,2
largest,party,2
edge,state,2
scam,suppression,2
one,gets,2
congress,edge,2
fight,seen,2
gets,pm,2
pm,would,2
would,mamata,2
mamata,state,2
dmk,congress,2
single,largest,2
party,state,2
mk,stalin’s,2
report,tough,2
upcoming,mk,2
partnership,upcoming,2
formalise,partnership,2
likely,formalise,2
alliance,likely,2
announced,alliance,2
day,announced,2
nearly,voters,2
jd(s,congress,2
fight,jd(s,2
marketing,terms,2
call,us,2
voters,feel,2
per,report,2
ahead,marketing,2
faceoff,ahead,2
versus,faceoff,2
iquote,versus,2
fool,people,2
dont,fool,2
ka,diya,2
congress,pm,2
india,developed,2
ally,arch,2
general,secretary,2
sister,priyanka,2
takes,congress,2
sitharaman,takes,2
upcoming,polls,2
rafale,nirmala,2
says,politician,2
next,prime,2
faces,ire,2
dont,take,2
take,lightly,2
come,lose,2
lightly,use,2
called,anti,2
use,right,2
tears,congress,2
right,rightly,2
vicious,way,2
help,congress,2
vindictive,vicious,2
getting,ready,2
take,care,2
finalizing,tickets,2
citizen,finalizing,2
congress,despite,2
third,grade,2
grade,citizen,2
amid,dogfight,2
defeat,congress,2
cr,congress,2
crocodile,tears,2
also,dont,2
dumped,sp,2
sp,three,2
cornered,fight,2
secretary,incharge,2
doesnt,make,2
ad,dynasty,2
partys,general,2
vadra,partys,2
shedding,crocodile,2
lose,vindictive,2
shape,things,2
differences,well,2
president,appointed,2
lose,amethi,2
amethi,seats,2
lose,seats,2
says,lose,2
vehement,alliance,2
appointed,sister,2
kejriwal,vehement,2
offering,rs,2
parties,delhi,2
congress,pledge,2
ls,seats,2
seats,saved,2
supporters,also,2
cool,supporters,2
supporters,cool,2
family,supporters,2
selective,congress,2
win,majority,2
politics,leverage,2
leverage,jds,2
option,alone,2
seats,expected,2
change,ur,2
congress,ad,2
rs,kg,2
expect,showdown,2
dont,worry,2
govt,passes,2
seat,deal,2
hmm,saying,2
tn,seats,2
dogfight,mps,2
mps,continued,2
govt,acc…,2
saying,congress,2
weird,smart,2
strike,seat,2
trying,strike,2
jds,trying,2
despite,differences,2
smart,politics,2
congress,presence,2
cm,warns,2
congress,called,2
posts,page,2
whips,party,2
exchange,twitter,2
threeline,whips,2
issued,threeline,2
congress,cannot,2
months,ahead,2
captures,space,2
cannot,delhi,2
delhi,aap,2
aap,defeat,2
defeat,delhi,2
leader,joins,2
session,monday,2
delhi,delhi,2
exciting,times,2
hands,defeat,2
monday,issued,2
may,may,2
karnataka,mp,2
said,congress,2
desperate,ally,2
congress,fighting,2
congress,offering,2
ko,vote,2
legislators,siddaramaiah,2
congress,wave,2
jd,third,2
chaos,amid,2
like,committing,2
present,today,2
parliamentarians,present,2
former,leader,2
ahead,ls,2
party,parliamentarians,2
joins,ahead,2
azad,joins,2
kirti,azad,2
know,time,2
former,mp,2
mp,kirti,2
page,space,2
treat,jd,2
warns,congress,2
political,dp,2
congress,treat,2
worth,rs,2
act,aide,1
consider,following,1
really,removing,1
nation,survey,1
rupee,people,1
wil,usng,1
unite,throw,1
mood,nation,1
says,mood,1
alliances,even,1
country,donate,1
usng,services,1
fretting,alliances,1
donate,party,1
entry,active,1
joins,hands,1
timepass,chief,1
following,see,1
people,act,1
elections,opinion,1
alliance,joins,1
removing,tag,1
cool,loss,1
stop,fretting,1
minister,stop,1
see,rupee,1
poll,seats,1
services,upcoming,1
security,deposit,1
whole,priyanka’s,1
seats,saffron,1
lost,every,1
allinace,seats,1
oh,sorry,1
supposed,ashamed,1
party,five,1
sorry,cuf,1
six,lok,1
huf,oh,1
cuf,muf,1
least,six,1
jd(s,least,1
let’s,unite,1
along,lost,1
sink,along,1
helping,inefficient,1
inefficient,let,1
even,want,1
congress,supposed,1
want,sink,1
finally,whole,1
congress,help,1
help,spoon,1
dream,fail,1
spoon,congress,1
seats,stake,1
congress,huf,1
let,dream,1
aide,helping,1
schedule,likely,1
election,security,1
ashamed,kids,1
every,election,1
nation,loving,1
go,solo,1
country,let’s,1
side,anyone,1
ppl,side,1
jaichand,side,1
angel,demons,1
demons,whos,1
whos,also,1
also,spreading,1
spreading,social,1
media,see,1
recent,elections,1
government,power,1
like,jaichand,1
center,hacked,1
hacked,elections,1
hindus,regional,1
savage,resurrected,1
modi,one,1
send,modi,1
goal,send,1
common,goal,1
see,ignoring,1
hindustan,hindus,1
veteran,lea…,1
anyone,gains,1
vision,country,1
gains,modi,1
majority,congressled,1
led,fall,1
results,led,1
gain,seats,1
seats,says,1
says,india,1
elections,daily,1
cross,majority,1
loving,ppl,1
last,cross,1
india,todaykravy,1
todaykravy,insights,1
insights,survey,1
many,nation,1
deliver,last,1
swiftly,deliver,1
ji,many,1
together,swiftly,1
come,together,1
parties,come,1
veteran,leader,1
opposition,common,1
agenda,hindustan,1
congress,agenda,1
since,opposition,1
things,im,1
ignoring,great,1
telling,many,1
theyre,telling,1
party,samaj,1
samaj,party,1
comment,theyre,1
left,comment,1
meeting,left,1
clp,meeting,1
party,committed,1
committed,excluding,1
im,clp,1
yeddyurappa,im,1
week,report,1
first,week,1
march,first,1
likely,march,1
excluding,congress,1
party,read,1
great,vision,1
im,mlas,1
mlas,worried,1
modiyogi’s,samajwadi,1
fool,cool,1
hung,since,1
conspiracy,sponsored,1
hacked,conspiracy,1
rigged,hacked,1
expert,rigged,1
selfclaimed,expert,1
real,leader,1
leader,speaks,1
speaks,resurrected,1
cool,say,1
doom,modiyogi’s,1
poor,congress,1
made,selfclaimed,1
called,claims,1
party,preparing,1
worried,party,1
congressled,gain,1
solo,andhra,1
kids,poor,1
predicts,doom,1
elections,wil,1
till,announce,1
used,recent,1
win,rajasthan,1
thanks,rahul,1
develop,thanks,1
amethi,develop,1
thanks,congress,1
wow,thanks,1
thank,much,1
congress,thank,1
elections,win,1
wow,congress,1
anything,done,1
done,loss,1
loss,worse,1
worse,loss,1
loss,rajasthan,1
dekho,wow,1
check,congress,1
give,respect,1
respect,power,1
guys,please,1
anpadh,hain,1
hain,jinhone,1
jinhone,unhe,1
unhe,vote,1
vote,dala,1
dala,guys,1
huge,early,1
power,government,1
rajasthan,telangana,1
telangana,trs,1
trs,leading,1
pradesh,important,1
important,state,1
please,wise,1
haalat,dekho,1
win,cg,1
godsake,one,1
cg,tough,1
around,states,1
except,telangana,1
swanky,morning,1
amount,governance,1
decorum&amp;sanctity,parliament,1
dignity,decorum&amp;sanctity,1
maintain,dignity,1
politicians,maintain,1
urge&amp;request,politicians,1
would,urge&amp;request,1
democracy,would,1
temple,democracy,1
kisses,temple,1
winking,kisses,1
cant,winking,1
around,other…,1
governance,time,1
congress,forced,1
matter,useless,1
fight,mp,1
mp,win,1
ki,haalat,1
stand,ki,1
move,easy,1
useless,move,1
discourse,matter,1
forced,spend,1
mind,discourse,1
simply,mind,1
allegations,simply,1
counting,vot…,1
respond,allegations,1
spend,respond,1
log,anpadh,1
sare,log,1
thought,sare,1
rha,thought,1
pointless,topic,1
anyone,congress,1
seeing,anyone,1
lose,cost,1
ensure,lose,1
overcome,ensure,1
need,overcome,1
development,need,1
country’s,development,1
trailing,states,1
congress,arun,1
arun,yadav,1
yadav,coverage,1
govt,corrupt,1
corrupt,nahi,1
rule,congress,1
trends,fastest,1
topic,discuss,1
please,address,1
stopped,congress,1
congress,clean,1
clean,sweep,1
sweep,listen,1
listen,audio,1
address,first,1
government,please,1
constituency,trends,1
fine,government,1
discuss,starts,1
keeping,aside,1
aside,screaming,1
screaming,congress,1
leads,constituency,1
nahi,hai,1
hai,corruption,1
corruption,ke,1
created,aaj,1
rajasthan,congress,1
taken,early,1
lead,leading,1
state,leading,1
voted,situation,1
situation,created,1
aaj,congress,1
action,fol…,1
congress,ki,1
jeet,pr,1
pr,khush,1
khush,hona,1
hona,pad,1
pad,rha,1
wise,casting,1
casting,precious,1
liye,hi,1
hai,toh,1
hi,govt,1
govt,hai,1
sake,country’s,1
hai,govt,1
govt,contractor,1
contractor,hai,1
toh,opposition,1
precious,vote,1
good,sake,1
opposition,thekedar,1
thekedar,aur,1
aur,chutiya,1
need,good,1
vote,need,1
one,cant,1
parliament,godsake,1
assume,used,1
going,fight,1
wide,rival,1
rival,political,1
said,chennai,1
chennai,anna,1
anna,nagar,1
congress,unfair,1
unfair,competition,1
chartered,planes,1
planes,poll,1
poll,campaign,1
campaign,getting,1
getting,struggling,1
struggling,get,1
get,planes,1
planes,congress,1
nation,wide,1
seen,nation,1
lot,seen,1
pull,ur,1
congress,visited,1
chief,eyes,1
vs,rv,1
aa,vs,1
seat,ticket,1
ur,socks,1
cm,gaur,1
politics,lot,1
gaur,reports,1
reports,digvijay,1
digvijay,singh,1
singh,offering,1
join,visited,1
reelected,pull,1
nda,going,1
fight,upcoming,1
winking,parliament,1
elections,leadership,1
since,independence,1
choose,vice,1
world,politics,1
opposition,negative,1
negative,politics,1
politics,evms,1
model,world,1
fail,make,1
assume,hacker,1
hacker,sayng,1
sayng,true,1
true,true,1
true,shld,1
shld,also,1
also,assume,1
row,congress,1
evm,row,1
calls,evm,1
got,reelected,1
leadership,challenge,1
let,opposition,1
opposition,say,1
say,fight,1
congress,leave,1
leave,leader,1
never,got,1
chief,demands,1
mayawati,demands,1
polls,indian,1
govt,never,1
noncongress,govt,1
independence,noncongress,1
party,kapil,1
announce,many,1
many,new,1
new,schemes,1
schemes,election,1
rahul,war,1
citizens,towards,1
war,polls,1
polls,seems,1
seems,inching,1
inching,towards,1
towards,finish,1
concerned,citizens,1
awareness,concerned,1
little,awareness,1
shows,little,1
trends,shows,1
killer,trends,1
engulfed,killer,1
including,engulfed,1
towards,safeguarding,1
safeguarding,future,1
used,quite,1
karnataka,crisis,1
thats,characteristic,1
targets,thats,1
unscrupulous,targets,1
targets,unscrupulous,1
congress,targets,1
often,congress,1
crisis,skip,1
quite,often,1
skip,congress,1
congress,meet,1
meet,show,1
show,sent,1
sent,resort,1
resort,indian,1
northern,including,1
whose,northern,1
nation,whose,1
impact,ppl,1
share,ls,1
polls,newstrack,1
newstrack,survey,1
thn,took,1
ppl,thn,1
cm,reports,1
reports,offering,1
offered,congress,1
hav,impact,1
h2,hav,1
power,h2,1
off/,comes,1
waive,off/,1
election,waive,1
leading,vote,1
claims,offered,1
sadly,nation,1
honeymoon,period,1
impacting,ppl,1
change,impacting,1
major,change,1
expect,major,1
cant,expect,1
period,cant,1
hung,one,1
surprise,claims,1
took,honeymoon,1
ticket,offer,1
offer,exmp,1
elections,veteran,1
veteran,springs,1
springs,surprise,1
eyes,successor,1
reaches,rahul,1
resigns,delhi,1
alone,states,1
fall,automatically,1
automatically,current,1
current,govt,1
fight,atleast,1
give,tough,1
alliance,give,1
lost,deposit,1
states,alone,1
maken,resigns,1
seats,states,1
powerful,seats,1
states,powerful,1
especially,states,1
never,join,1
join,political,1
party,says,1
pawns,fall,1
completes,pawns,1
untill,completes,1
wait,untill,1
modis,easy,1
changer,lose,1
lose,may,1
edge,look,1
look,like,1
like,states,1
seats,pm,1
states,decide,1
decide,results,1
results,margin,1
margin,win,1
win,loss,1
loss,hair,1
atleast,seats,1
hair,thin,1
together,especially,1
get,opposition,1
says,actor,1
youths,must,1
day,go,1
go,mega,1
inefficient,mps,1
rally,parade,1
parade,grounds,1
grounds,trinamool,1
congress,supremo,1
supremo,thursday,1
thursday,said,1
ineffective,inefficient,1
fight,ineffective,1
field,fight,1
media,field,1
power,social,1
show,power,1
mps,youths,1
must,given,1
actor,prakash,1
given,opportunity,1
prakash,raj,1
challenge,get,1
election,exit,1
congress,challenge,1
poll,india,1
india,tvcnx,1
tvcnx,exit,1
poll,congress,1
make,successfull,1
opportunity,make,1
forthcoming,party,1
party,confident,1
confident,north,1
north,south,1
elections,defeated,1
party,game,1
easy,walk,1
states,party,1
vision,india,1
may,play,1
play,major,1
major,role,1
role,may,1
may,affect,1
affect,sure,1
real,vision,1
come,real,1
knows,write,1
anything,fearing,1
fearing,minority,1
minority,voters,1
ally,scam,1
scam,allegation,1
allegation,government,1
reality,check,1
heres,reality,1
allocation,microwave,1
polls,heres,1
raging,controversies,1
controversies,photo,1
political,analysts,1
analysts,agree,1
agree,congress,1
congress,adopted,1
adopted,policy,1
policy,order,1
order,charge,1
charge,muslim,1
muslim,appeasement,1
really,modi,1
vs,across,1
country,coming,1
coming,lok,1
government,allocation,1
microwave,spectrum,1
vote,division,1
jayalalitha,mam,1
sunanda,pushkar,1
pushkar,mam,1
leader,come,1
one,tell,1
enough,defeat,1
strong,enough,1
alliance,strong,1
sing,understand,1
understand,sing,1
walk,rcr,1
accusing,government,1
government,indulging,1
indulging,cheap,1
cheap,politics,1
said,vote,1
mam,sunanda,1
miss,jayalalitha,1
spectrum,said,1
still,miss,1
said,spectrum,1
spectrum,issue,1
issue,used,1
used,target,1
target,upa,1
god,helps,1
helps,helps,1
helps,soul,1
soul,helps,1
helps,get,1
get,justice,1
justice,reducing,1
reducing,work,1
work,anyways,1
anyways,still,1
people,show,1
contest,together,1
said,get,1
srivastava,aap,1
